ID,Name,Full Name,Type 1,Type 2,Fast Move,Charge Move
3603,Beautifly,Beautifly,Bug,Flying,Struggle Bug,Air Cutter
3604,Beautifly,Beautifly,Bug,Flying,Struggle Bug,Silver Wind
3605,Cascoon,Cascoon,Bug,Flying,Bug Bite,Struggle
3606,Cascoon,Cascoon,Bug,Flying,Poison Sting,Struggle
3607,Dustox,Dustox,Bug,Poison,Confusion,Bug Buzz
3608,Dustox,Dustox,Bug,Poison,Confusion,Sludge Bomb
3609,Dustox,Dustox,Bug,Poison,Confusion,Silver Wind
3610,Dustox,Dustox,Bug,Poison,Struggle Bug,Bug Buzz
3611,Dustox,Dustox,Bug,Poison,Struggle Bug,Sludge Bomb
3612,Dustox,Dustox,Bug,Poison,Struggle Bug,Silver Wind
3613,Lotad,Lotad,Water,Grass,Razor Leaf,Bubble Beam
3614,Lotad,Lotad,Water,Grass,Razor Leaf,Energy Ball
3615,Lotad,Lotad,Water,Grass,Water Gun,Bubble Beam
3616,Lotad,Lotad,Water,Grass,Water Gun,Energy Ball
3617,Lombre,Lombre,Water,Grass,Razor Leaf,Ice Beam
3618,Lombre,Lombre,Water,Grass,Razor Leaf,Bubble Beam
3619,Lombre,Lombre,Water,Grass,Razor Leaf,Grass Knot
3620,Lombre,Lombre,Water,Grass,Bubble,Ice Beam
3621,Lombre,Lombre,Water,Grass,Bubble,Bubble Beam
3622,Lombre,Lombre,Water,Grass,Bubble,Grass Knot
3623,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Ice Beam
3624,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Blizzard
3625,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Hydro Pump
3626,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Solar Beam
3627,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Energy Ball
3628,Ludicolo,Ludicolo,Water,Grass,Razor Leaf,Leaf Storm
3629,Ludicolo,Ludicolo,Water,Grass,Bubble,Ice Beam
3630,Ludicolo,Ludicolo,Water,Grass,Bubble,Blizzard
3631,Ludicolo,Ludicolo,Water,Grass,Bubble,Hydro Pump
3632,Ludicolo,Ludicolo,Water,Grass,Bubble,Solar Beam
3633,Ludicolo,Ludicolo,Water,Grass,Bubble,Energy Ball
3634,Ludicolo,Ludicolo,Water,Grass,Bubble,Leaf Storm
3635,Seedot,Seedot,Grass,Grass,Quick Attack,Grass Knot
3636,Seedot,Seedot,Grass,Grass,Quick Attack,Energy Ball
3637,Seedot,Seedot,Grass,Grass,Quick Attack,Foul Play
3638,Seedot,Seedot,Grass,Grass,Quick Attack,Frustration
3639,Seedot,Seedot,Grass,Grass,Quick Attack,Return
3640,Seedot,Seedot,Grass,Grass,Bullet Seed,Grass Knot
3641,Seedot,Seedot,Grass,Grass,Bullet Seed,Energy Ball
3642,Seedot,Seedot,Grass,Grass,Bullet Seed,Foul Play
3643,Seedot,Seedot,Grass,Grass,Bullet Seed,Frustration
3644,Seedot,Seedot,Grass,Grass,Bullet Seed,Return
3645,Nuzleaf,Nuzleaf,Grass,Dark,Razor Leaf,Leaf Blade
3646,Nuzleaf,Nuzleaf,Grass,Dark,Razor Leaf,Grass Knot
3647,Nuzleaf,Nuzleaf,Grass,Dark,Razor Leaf,Foul Play
3648,Nuzleaf,Nuzleaf,Grass,Dark,Razor Leaf,Frustration
3649,Nuzleaf,Nuzleaf,Grass,Dark,Razor Leaf,Return
3650,Nuzleaf,Nuzleaf,Grass,Dark,Feint Attack,Leaf Blade
3651,Nuzleaf,Nuzleaf,Grass,Dark,Feint Attack,Grass Knot
3652,Nuzleaf,Nuzleaf,Grass,Dark,Feint Attack,Foul Play
3653,Nuzleaf,Nuzleaf,Grass,Dark,Feint Attack,Frustration
3654,Nuzleaf,Nuzleaf,Grass,Dark,Feint Attack,Return
3655,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Leaf Blade
3656,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Hurricane
3657,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Foul Play
3658,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Leaf Tornado
3659,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Frustration
3660,Shiftry,Shiftry,Grass,Dark,Razor Leaf,Return
3661,Shiftry,Shiftry,Grass,Dark,Feint Attack,Leaf Blade
3662,Shiftry,Shiftry,Grass,Dark,Feint Attack,Hurricane
3663,Shiftry,Shiftry,Grass,Dark,Feint Attack,Foul Play
3664,Shiftry,Shiftry,Grass,Dark,Feint Attack,Leaf Tornado
3665,Shiftry,Shiftry,Grass,Dark,Feint Attack,Frustration
3666,Shiftry,Shiftry,Grass,Dark,Feint Attack,Return
3667,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Leaf Blade
3668,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Hurricane
3669,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Foul Play
3670,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Leaf Tornado
3671,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Frustration
3672,Shiftry,Shiftry,Grass,Dark,Bullet Seed,Return
3673,Shiftry,Shiftry,Grass,Dark,Snarl,Leaf Blade
3674,Shiftry,Shiftry,Grass,Dark,Snarl,Hurricane
3675,Shiftry,Shiftry,Grass,Dark,Snarl,Foul Play
3676,Shiftry,Shiftry,Grass,Dark,Snarl,Leaf Tornado
3677,Shiftry,Shiftry,Grass,Dark,Snarl,Frustration
3678,Shiftry,Shiftry,Grass,Dark,Snarl,Return
3679,Taillow,Taillow,Normal,Flying,Peck,Aerial Ace
3680,Taillow,Taillow,Normal,Flying,Quick Attack,Aerial Ace
3681,Swellow,Swellow,Normal,Flying,Wing Attack,Aerial Ace
3682,Swellow,Swellow,Normal,Flying,Wing Attack,Brave Bird
3683,Swellow,Swellow,Normal,Flying,Wing Attack,Sky Attack
3684,Swellow,Swellow,Normal,Flying,Steel Wing,Aerial Ace
3685,Swellow,Swellow,Normal,Flying,Steel Wing,Brave Bird
3686,Swellow,Swellow,Normal,Flying,Steel Wing,Sky Attack
3687,Wingull,Wingull,Water,Flying,Quick Attack,Ice Beam
3688,Wingull,Wingull,Water,Flying,Quick Attack,Water Pulse
3689,Wingull,Wingull,Water,Flying,Quick Attack,Air Cutter
3690,Wingull,Wingull,Water,Flying,Water Gun,Ice Beam
3691,Wingull,Wingull,Water,Flying,Water Gun,Water Pulse
3692,Wingull,Wingull,Water,Flying,Water Gun,Air Cutter
3693,Pelipper,Pelipper,Water,Flying,Wing Attack,Blizzard
3694,Pelipper,Pelipper,Water,Flying,Wing Attack,Hydro Pump
3695,Pelipper,Pelipper,Water,Flying,Wing Attack,Hurricane
3696,Pelipper,Pelipper,Water,Flying,Wing Attack,Weather Ball - Water
3697,Pelipper,Pelipper,Water,Flying,Water Gun,Blizzard
3698,Pelipper,Pelipper,Water,Flying,Water Gun,Hydro Pump
3699,Pelipper,Pelipper,Water,Flying,Water Gun,Hurricane
3700,Pelipper,Pelipper,Water,Flying,Water Gun,Weather Ball - Water
3701,Ralts,Ralts,Psychic,Fairy,Confusion,Psyshock
3702,Ralts,Ralts,Psychic,Fairy,Confusion,Shadow Sneak
3703,Ralts,Ralts,Psychic,Fairy,Confusion,Disarming Voice
3704,Ralts,Ralts,Psychic,Fairy,Confusion,Frustration
3705,Ralts,Ralts,Psychic,Fairy,Confusion,Return
3706,Ralts,Ralts,Psychic,Fairy,Charge Beam,Psyshock
3707,Ralts,Ralts,Psychic,Fairy,Charge Beam,Shadow Sneak
3708,Ralts,Ralts,Psychic,Fairy,Charge Beam,Disarming Voice
3709,Ralts,Ralts,Psychic,Fairy,Charge Beam,Frustration
3710,Ralts,Ralts,Psychic,Fairy,Charge Beam,Return
3711,Kirlia,Kirlia,Psychic,Fairy,Confusion,Shadow Sneak
3712,Kirlia,Kirlia,Psychic,Fairy,Confusion,Disarming Voice
3713,Kirlia,Kirlia,Psychic,Fairy,Confusion,Psychic
3714,Kirlia,Kirlia,Psychic,Fairy,Confusion,Frustration
3715,Kirlia,Kirlia,Psychic,Fairy,Confusion,Return
3716,Kirlia,Kirlia,Psychic,Fairy,Charge Beam,Shadow Sneak
3717,Kirlia,Kirlia,Psychic,Fairy,Charge Beam,Disarming Voice
3718,Kirlia,Kirlia,Psychic,Fairy,Charge Beam,Psychic
3719,Kirlia,Kirlia,Psychic,Fairy,Charge Beam,Frustration
3720,Kirlia,Kirlia,Psychic,Fairy,Charge Beam,Return
3721,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Shadow Ball
3722,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Dazzling Gleam
3723,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Psychic
3724,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Frustration
3725,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Return
3726,Gardevoir,Gardevoir,Psychic,Fairy,Confusion,Synchronoise
3727,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Shadow Ball
3728,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Dazzling Gleam
3729,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Psychic
3730,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Frustration
3731,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Return
3732,Gardevoir,Gardevoir,Psychic,Fairy,Charge Beam,Synchronoise
3733,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Shadow Ball
3734,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Dazzling Gleam
3735,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Psychic
3736,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Frustration
3737,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Return
3738,Gardevoir,Gardevoir,Psychic,Fairy,Charm,Synchronoise
3739,Surskit,Surskit,Bug,Water,Bug Bite,Bubble Beam
3740,Surskit,Surskit,Bug,Water,Bug Bite,Aqua Jet
3741,Surskit,Surskit,Bug,Water,Bug Bite,Signal Beam
3742,Surskit,Surskit,Bug,Water,Bubble,Bubble Beam
3743,Surskit,Surskit,Bug,Water,Bubble,Aqua Jet
3744,Surskit,Surskit,Bug,Water,Bubble,Signal Beam
3745,Masquerain,Masquerain,Bug,Flying,Air Slash,Bubble Beam
3746,Masquerain,Masquerain,Bug,Flying,Air Slash,Ominous Wind
3747,Masquerain,Masquerain,Bug,Flying,Air Slash,Air Cutter
3748,Masquerain,Masquerain,Bug,Flying,Air Slash,Silver Wind
3749,Masquerain,Masquerain,Bug,Flying,Air Slash,Lunge
3750,Masquerain,Masquerain,Bug,Flying,Infestation,Bubble Beam
3751,Masquerain,Masquerain,Bug,Flying,Infestation,Ominous Wind
3752,Masquerain,Masquerain,Bug,Flying,Infestation,Air Cutter
3753,Masquerain,Masquerain,Bug,Flying,Infestation,Silver Wind
3754,Masquerain,Masquerain,Bug,Flying,Infestation,Lunge
3755,Shroomish,Shroomish,Grass,Flying,Tackle,Seed Bomb
3756,Shroomish,Shroomish,Grass,Flying,Tackle,Grass Knot
3757,Shroomish,Shroomish,Grass,Flying,Tackle,Energy Ball
3758,Shroomish,Shroomish,Grass,Flying,Bullet Seed,Seed Bomb
3759,Shroomish,Shroomish,Grass,Flying,Bullet Seed,Grass Knot
3760,Shroomish,Shroomish,Grass,Flying,Bullet Seed,Energy Ball
3761,Breloom,Breloom,Grass,Fighting,Counter,Seed Bomb
3762,Breloom,Breloom,Grass,Fighting,Counter,Sludge Bomb
3763,Breloom,Breloom,Grass,Fighting,Counter,Dynamic Punch
3764,Breloom,Breloom,Grass,Fighting,Counter,Grass Knot
3765,Breloom,Breloom,Grass,Fighting,Bullet Seed,Seed Bomb
3766,Breloom,Breloom,Grass,Fighting,Bullet Seed,Sludge Bomb
3767,Breloom,Breloom,Grass,Fighting,Bullet Seed,Dynamic Punch
3768,Breloom,Breloom,Grass,Fighting,Bullet Seed,Grass Knot
3769,Slakoth,Slakoth,Normal,Fighting,Yawn,Night Slash
3770,Slakoth,Slakoth,Normal,Fighting,Yawn,Brick Break
3771,Slakoth,Slakoth,Normal,Fighting,Yawn,Body Slam
3772,Vigoroth,Vigoroth,Normal,Fighting,Scratch,Bulldoze
3773,Vigoroth,Vigoroth,Normal,Fighting,Scratch,Brick Break
3774,Vigoroth,Vigoroth,Normal,Fighting,Scratch,Body Slam
3775,Vigoroth,Vigoroth,Normal,Fighting,Counter,Bulldoze
3776,Vigoroth,Vigoroth,Normal,Fighting,Counter,Brick Break
3777,Vigoroth,Vigoroth,Normal,Fighting,Counter,Body Slam
3778,Slaking,Slaking,Normal,Fighting,Yawn,Hyper Beam
3779,Slaking,Slaking,Normal,Fighting,Yawn,Earthquake
3780,Slaking,Slaking,Normal,Fighting,Yawn,Play Rough
3781,Slaking,Slaking,Normal,Fighting,Yawn,Body Slam
3782,Nincada,Nincada,Bug,Ground,Bug Bite,Aerial Ace
3783,Nincada,Nincada,Bug,Ground,Bug Bite,Bug Buzz
3784,Nincada,Nincada,Bug,Ground,Bug Bite,Night Slash
3785,Nincada,Nincada,Bug,Ground,Scratch,Aerial Ace
3786,Nincada,Nincada,Bug,Ground,Scratch,Bug Buzz
3787,Nincada,Nincada,Bug,Ground,Scratch,Night Slash
3788,Ninjask,Ninjask,Bug,Flying,Fury Cutter,Aerial Ace
3789,Ninjask,Ninjask,Bug,Flying,Fury Cutter,Bug Buzz
3790,Ninjask,Ninjask,Bug,Flying,Fury Cutter,Shadow Ball
3791,Ninjask,Ninjask,Bug,Flying,Metal Claw,Aerial Ace
3792,Ninjask,Ninjask,Bug,Flying,Metal Claw,Bug Buzz
3793,Ninjask,Ninjask,Bug,Flying,Metal Claw,Shadow Ball
3794,Shedinja,Shedinja,Bug,Ghost,Bug Bite,Dig
3795,Shedinja,Shedinja,Bug,Ghost,Bug Bite,Aerial Ace
3796,Shedinja,Shedinja,Bug,Ghost,Bug Bite,Shadow Sneak
3797,Shedinja,Shedinja,Bug,Ghost,Shadow Claw,Dig
3798,Shedinja,Shedinja,Bug,Ghost,Shadow Claw,Aerial Ace
3799,Shedinja,Shedinja,Bug,Ghost,Shadow Claw,Shadow Sneak
3800,Shedinja,Shedinja,Bug,Ghost,Struggle Bug,Dig
3801,Shedinja,Shedinja,Bug,Ghost,Struggle Bug,Aerial Ace
3802,Shedinja,Shedinja,Bug,Ghost,Struggle Bug,Shadow Sneak
3803,Whismur,Whismur,Normal,Ghost,Pound,Flamethrower
3804,Whismur,Whismur,Normal,Ghost,Pound,Disarming Voice
3805,Whismur,Whismur,Normal,Ghost,Pound,Stomp
3806,Whismur,Whismur,Normal,Ghost,Astonish,Flamethrower
3807,Whismur,Whismur,Normal,Ghost,Astonish,Disarming Voice
3808,Whismur,Whismur,Normal,Ghost,Astonish,Stomp
3809,Loudred,Loudred,Normal,Ghost,Bite,Flamethrower
3810,Loudred,Loudred,Normal,Ghost,Bite,Disarming Voice
3811,Loudred,Loudred,Normal,Ghost,Bite,Stomp
3812,Loudred,Loudred,Normal,Ghost,Rock Smash,Flamethrower
3813,Loudred,Loudred,Normal,Ghost,Rock Smash,Disarming Voice
3814,Loudred,Loudred,Normal,Ghost,Rock Smash,Stomp
3815,Exploud,Exploud,Normal,Ghost,Bite,Disarming Voice
3816,Exploud,Exploud,Normal,Ghost,Bite,Fire Blast
3817,Exploud,Exploud,Normal,Ghost,Bite,Crunch
3818,Exploud,Exploud,Normal,Ghost,Astonish,Disarming Voice
3819,Exploud,Exploud,Normal,Ghost,Astonish,Fire Blast
3820,Exploud,Exploud,Normal,Ghost,Astonish,Crunch
3821,Makuhita,Makuhita,Fighting,Ghost,Tackle,Cross Chop
3822,Makuhita,Makuhita,Fighting,Ghost,Tackle,Low Sweep
3823,Makuhita,Makuhita,Fighting,Ghost,Tackle,Heavy Slam
3824,Makuhita,Makuhita,Fighting,Ghost,Rock Smash,Cross Chop
3825,Makuhita,Makuhita,Fighting,Ghost,Rock Smash,Low Sweep
3826,Makuhita,Makuhita,Fighting,Ghost,Rock Smash,Heavy Slam
3827,Hariyama,Hariyama,Fighting,Ghost,Bullet Punch,Close Combat
3828,Hariyama,Hariyama,Fighting,Ghost,Bullet Punch,Dynamic Punch
3829,Hariyama,Hariyama,Fighting,Ghost,Bullet Punch,Heavy Slam
3830,Hariyama,Hariyama,Fighting,Ghost,Bullet Punch,Superpower
3831,Hariyama,Hariyama,Fighting,Ghost,Counter,Close Combat
3832,Hariyama,Hariyama,Fighting,Ghost,Counter,Dynamic Punch
3833,Hariyama,Hariyama,Fighting,Ghost,Counter,Heavy Slam
3834,Hariyama,Hariyama,Fighting,Ghost,Counter,Superpower
3835,Azurill,Azurill,Normal,Fairy,Splash,Ice Beam
3836,Azurill,Azurill,Normal,Fairy,Splash,Bubble Beam
3837,Azurill,Azurill,Normal,Fairy,Splash,Body Slam
3838,Azurill,Azurill,Normal,Fairy,Bubble,Ice Beam
3839,Azurill,Azurill,Normal,Fairy,Bubble,Bubble Beam
3840,Azurill,Azurill,Normal,Fairy,Bubble,Body Slam
3841,Nosepass,Nosepass,Rock,Fairy,Spark,Rock Slide
3842,Nosepass,Nosepass,Rock,Fairy,Spark,Thunderbolt
3843,Nosepass,Nosepass,Rock,Fairy,Spark,Rock Blast
3844,Nosepass,Nosepass,Rock,Fairy,Spark,Frustration
3845,Nosepass,Nosepass,Rock,Fairy,Spark,Return
3846,Nosepass,Nosepass,Rock,Fairy,Rock Throw,Rock Slide
3847,Nosepass,Nosepass,Rock,Fairy,Rock Throw,Thunderbolt
3848,Nosepass,Nosepass,Rock,Fairy,Rock Throw,Rock Blast
3849,Nosepass,Nosepass,Rock,Fairy,Rock Throw,Frustration
3850,Nosepass,Nosepass,Rock,Fairy,Rock Throw,Return
3851,Skitty,Skitty,Normal,Fairy,Tackle,Dig
3852,Skitty,Skitty,Normal,Fairy,Tackle,Disarming Voice
3853,Skitty,Skitty,Normal,Fairy,Tackle,Wild Charge
3854,Skitty,Skitty,Normal,Fairy,Feint Attack,Dig
3855,Skitty,Skitty,Normal,Fairy,Feint Attack,Disarming Voice
3856,Skitty,Skitty,Normal,Fairy,Feint Attack,Wild Charge
3857,Delcatty,Delcatty,Normal,Fairy,Zen Headbutt,Disarming Voice
3858,Delcatty,Delcatty,Normal,Fairy,Zen Headbutt,Play Rough
3859,Delcatty,Delcatty,Normal,Fairy,Zen Headbutt,Wild Charge
3860,Delcatty,Delcatty,Normal,Fairy,Feint Attack,Disarming Voice
3861,Delcatty,Delcatty,Normal,Fairy,Feint Attack,Play Rough
3862,Delcatty,Delcatty,Normal,Fairy,Feint Attack,Wild Charge
3863,Delcatty,Delcatty,Normal,Fairy,Charm,Disarming Voice
3864,Delcatty,Delcatty,Normal,Fairy,Charm,Play Rough
3865,Delcatty,Delcatty,Normal,Fairy,Charm,Wild Charge
3866,Sableye,Sableye,Dark,Ghost,Shadow Claw,Power Gem
3867,Sableye,Sableye,Dark,Ghost,Shadow Claw,Shadow Sneak
3868,Sableye,Sableye,Dark,Ghost,Shadow Claw,Foul Play
3869,Sableye,Sableye,Dark,Ghost,Shadow Claw,Frustration
3870,Sableye,Sableye,Dark,Ghost,Shadow Claw,Return
3871,Sableye,Sableye,Dark,Ghost,Feint Attack,Power Gem
3872,Sableye,Sableye,Dark,Ghost,Feint Attack,Shadow Sneak
3873,Sableye,Sableye,Dark,Ghost,Feint Attack,Foul Play
3874,Sableye,Sableye,Dark,Ghost,Feint Attack,Frustration
3875,Sableye,Sableye,Dark,Ghost,Feint Attack,Return
3876,Mawile,Mawile,Steel,Fairy,Bite,Vise Grip
3877,Mawile,Mawile,Steel,Fairy,Bite,Iron Head
3878,Mawile,Mawile,Steel,Fairy,Bite,Play Rough
3879,Mawile,Mawile,Steel,Fairy,Bite,Power-Up Punch
3880,Mawile,Mawile,Steel,Fairy,Bite,Frustration
3881,Mawile,Mawile,Steel,Fairy,Bite,Return
3882,Mawile,Mawile,Steel,Fairy,Fire Fang,Vise Grip
3883,Mawile,Mawile,Steel,Fairy,Fire Fang,Iron Head
3884,Mawile,Mawile,Steel,Fairy,Fire Fang,Play Rough
3885,Mawile,Mawile,Steel,Fairy,Fire Fang,Power-Up Punch
3886,Mawile,Mawile,Steel,Fairy,Fire Fang,Frustration
3887,Mawile,Mawile,Steel,Fairy,Fire Fang,Return
3888,Mawile,Mawile,Steel,Fairy,Astonish,Vise Grip
3889,Mawile,Mawile,Steel,Fairy,Astonish,Iron Head
3890,Mawile,Mawile,Steel,Fairy,Astonish,Play Rough
3891,Mawile,Mawile,Steel,Fairy,Astonish,Power-Up Punch
3892,Mawile,Mawile,Steel,Fairy,Astonish,Frustration
3893,Mawile,Mawile,Steel,Fairy,Astonish,Return
3894,Mawile,Mawile,Steel,Fairy,Ice Fang,Vise Grip
3895,Mawile,Mawile,Steel,Fairy,Ice Fang,Iron Head
3896,Mawile,Mawile,Steel,Fairy,Ice Fang,Play Rough
3897,Mawile,Mawile,Steel,Fairy,Ice Fang,Power-Up Punch
3898,Mawile,Mawile,Steel,Fairy,Ice Fang,Frustration
3899,Mawile,Mawile,Steel,Fairy,Ice Fang,Return
3900,Aron,Aron,Steel,Rock,Tackle,Rock Tomb
3901,Aron,Aron,Steel,Rock,Tackle,Iron Head
3902,Aron,Aron,Steel,Rock,Tackle,Body Slam
3903,Aron,Aron,Steel,Rock,Tackle,Frustration
3904,Aron,Aron,Steel,Rock,Tackle,Return
3905,Aron,Aron,Steel,Rock,Metal Claw,Rock Tomb
3906,Aron,Aron,Steel,Rock,Metal Claw,Iron Head
3907,Aron,Aron,Steel,Rock,Metal Claw,Body Slam
3908,Aron,Aron,Steel,Rock,Metal Claw,Frustration
3909,Aron,Aron,Steel,Rock,Metal Claw,Return
3910,Lairon,Lairon,Steel,Rock,Metal Claw,Rock Slide
3911,Lairon,Lairon,Steel,Rock,Metal Claw,Body Slam
3912,Lairon,Lairon,Steel,Rock,Metal Claw,Heavy Slam
3913,Lairon,Lairon,Steel,Rock,Metal Claw,Frustration
3914,Lairon,Lairon,Steel,Rock,Metal Claw,Return
3915,Lairon,Lairon,Steel,Rock,Iron Tail,Rock Slide
3916,Lairon,Lairon,Steel,Rock,Iron Tail,Body Slam
3917,Lairon,Lairon,Steel,Rock,Iron Tail,Heavy Slam
3918,Lairon,Lairon,Steel,Rock,Iron Tail,Frustration
3919,Lairon,Lairon,Steel,Rock,Iron Tail,Return
3920,Aggron,Aggron,Steel,Rock,Dragon Tail,Stone Edge
3921,Aggron,Aggron,Steel,Rock,Dragon Tail,Thunder
3922,Aggron,Aggron,Steel,Rock,Dragon Tail,Heavy Slam
3923,Aggron,Aggron,Steel,Rock,Dragon Tail,Frustration
3924,Aggron,Aggron,Steel,Rock,Dragon Tail,Return
3925,Aggron,Aggron,Steel,Rock,Iron Tail,Stone Edge
3926,Aggron,Aggron,Steel,Rock,Iron Tail,Thunder
3927,Aggron,Aggron,Steel,Rock,Iron Tail,Heavy Slam
3928,Aggron,Aggron,Steel,Rock,Iron Tail,Frustration
3929,Aggron,Aggron,Steel,Rock,Iron Tail,Return
3930,Aggron,Aggron,Steel,Rock,Smack Down,Stone Edge
3931,Aggron,Aggron,Steel,Rock,Smack Down,Thunder
3932,Aggron,Aggron,Steel,Rock,Smack Down,Heavy Slam
3933,Aggron,Aggron,Steel,Rock,Smack Down,Frustration
3934,Aggron,Aggron,Steel,Rock,Smack Down,Return
3935,Meditite,Meditite,Fighting,Psychic,Confusion,Ice Punch
3936,Meditite,Meditite,Fighting,Psychic,Confusion,Low Sweep
3937,Meditite,Meditite,Fighting,Psychic,Confusion,Psyshock
3938,Meditite,Meditite,Fighting,Psychic,Rock Smash,Ice Punch
3939,Meditite,Meditite,Fighting,Psychic,Rock Smash,Low Sweep
3940,Meditite,Meditite,Fighting,Psychic,Rock Smash,Psyshock
3941,Medicham,Medicham,Fighting,Psychic,Psycho Cut,Ice Punch
3942,Medicham,Medicham,Fighting,Psychic,Psycho Cut,Psychic
3943,Medicham,Medicham,Fighting,Psychic,Psycho Cut,Dynamic Punch
3944,Medicham,Medicham,Fighting,Psychic,Psycho Cut,Power-Up Punch
3945,Medicham,Medicham,Fighting,Psychic,Counter,Ice Punch
3946,Medicham,Medicham,Fighting,Psychic,Counter,Psychic
3947,Medicham,Medicham,Fighting,Psychic,Counter,Dynamic Punch
3948,Medicham,Medicham,Fighting,Psychic,Counter,Power-Up Punch
3949,Electrike,Electrike,Electric,Psychic,Spark,Discharge
3950,Electrike,Electrike,Electric,Psychic,Spark,Thunderbolt
3951,Electrike,Electrike,Electric,Psychic,Spark,Swift
3952,Electrike,Electrike,Electric,Psychic,Quick Attack,Discharge
3953,Electrike,Electrike,Electric,Psychic,Quick Attack,Thunderbolt
3954,Electrike,Electrike,Electric,Psychic,Quick Attack,Swift
3955,Manectric,Manectric,Electric,Psychic,Charge Beam,Thunder
3956,Manectric,Manectric,Electric,Psychic,Charge Beam,Flame Burst
3957,Manectric,Manectric,Electric,Psychic,Charge Beam,Wild Charge
3958,Manectric,Manectric,Electric,Psychic,Charge Beam,Overheat
3959,Manectric,Manectric,Electric,Psychic,Snarl,Thunder
3960,Manectric,Manectric,Electric,Psychic,Snarl,Flame Burst
3961,Manectric,Manectric,Electric,Psychic,Snarl,Wild Charge
3962,Manectric,Manectric,Electric,Psychic,Snarl,Overheat
3963,Manectric,Manectric,Electric,Psychic,Thunder Fang,Thunder
3964,Manectric,Manectric,Electric,Psychic,Thunder Fang,Flame Burst
3965,Manectric,Manectric,Electric,Psychic,Thunder Fang,Wild Charge
3966,Manectric,Manectric,Electric,Psychic,Thunder Fang,Overheat
3967,Plusle,Plusle,Electric,Psychic,Spark,Discharge
3968,Plusle,Plusle,Electric,Psychic,Spark,Thunderbolt
3969,Plusle,Plusle,Electric,Psychic,Spark,Swift
3970,Plusle,Plusle,Electric,Psychic,Spark,Grass Knot
3971,Plusle,Plusle,Electric,Psychic,Quick Attack,Discharge
3972,Plusle,Plusle,Electric,Psychic,Quick Attack,Thunderbolt
3973,Plusle,Plusle,Electric,Psychic,Quick Attack,Swift
3974,Plusle,Plusle,Electric,Psychic,Quick Attack,Grass Knot
3975,Minun,Minun,Electric,Psychic,Spark,Discharge
3976,Minun,Minun,Electric,Psychic,Spark,Thunderbolt
3977,Minun,Minun,Electric,Psychic,Spark,Swift
3978,Minun,Minun,Electric,Psychic,Spark,Grass Knot
3979,Minun,Minun,Electric,Psychic,Quick Attack,Discharge
3980,Minun,Minun,Electric,Psychic,Quick Attack,Thunderbolt
3981,Minun,Minun,Electric,Psychic,Quick Attack,Swift
3982,Minun,Minun,Electric,Psychic,Quick Attack,Grass Knot
3983,Volbeat,Volbeat,Bug,Psychic,Tackle,Bug Buzz
3984,Volbeat,Volbeat,Bug,Psychic,Tackle,Thunderbolt
3985,Volbeat,Volbeat,Bug,Psychic,Tackle,Signal Beam
3986,Volbeat,Volbeat,Bug,Psychic,Struggle Bug,Bug Buzz
3987,Volbeat,Volbeat,Bug,Psychic,Struggle Bug,Thunderbolt
3988,Volbeat,Volbeat,Bug,Psychic,Struggle Bug,Signal Beam
3989,Illumise,Illumise,Bug,Psychic,Tackle,Bug Buzz
3990,Illumise,Illumise,Bug,Psychic,Tackle,Dazzling Gleam
3991,Illumise,Illumise,Bug,Psychic,Tackle,Silver Wind
3992,Illumise,Illumise,Bug,Psychic,Struggle Bug,Bug Buzz
3993,Illumise,Illumise,Bug,Psychic,Struggle Bug,Dazzling Gleam
3994,Illumise,Illumise,Bug,Psychic,Struggle Bug,Silver Wind
3995,Roselia,Roselia,Grass,Poison,Razor Leaf,Petal Blizzard
