ID,Name,Full Name,Type 1,Type 2,Fast Move,Fast Move Type,Power,Turns,Energy,Charge Move,Charge Move Type,Power,Energy,Charge Time,Fast DPS,Charge DPS,Total DPS
4447,Bagon,Bagon,Dragon,Rock,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,6,4.69,10.69
4448,Bagon,Bagon,Dragon,Rock,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,5,5.7,10.7
4449,Bagon,Bagon,Dragon,Rock,Ember,Fire,7,2,6,Twister,Dragon,45,45,8,5,4.25,9.25
4450,Bagon,Bagon,Dragon,Rock,Ember,Fire,7,2,6,Crunch,Dark,70,45,8,5,5.62,10.62
4451,Bagon,Bagon,Dragon,Rock,Ember,Fire,7,2,6,Frustration,Normal,10,70,12,5,0.58,5.58
4452,Bagon,Bagon,Dragon,Rock,Ember,Fire,7,2,6,Return,Normal,130,70,12,5,6.83,11.83
4453,Shelgon,Shelgon,Dragon,Rock,Dragon Breath,Dragon,4,1,3,Flamethrower,Fire,90,55,9.5,8,7.58,15.58
4454,Shelgon,Shelgon,Dragon,Rock,Dragon Breath,Dragon,4,1,3,Twister,Dragon,45,45,7.5,8,5.73,13.73
4455,Shelgon,Shelgon,Dragon,Rock,Dragon Breath,Dragon,4,1,3,Dragon Pulse,Dragon,90,60,10,8,8.6,16.6
4456,Shelgon,Shelgon,Dragon,Rock,Dragon Breath,Dragon,4,1,3,Frustration,Normal,10,70,12,8,0.67,8.67
4457,Shelgon,Shelgon,Dragon,Rock,Dragon Breath,Dragon,4,1,3,Return,Normal,130,70,12,8,8.58,16.58
4458,Shelgon,Shelgon,Dragon,Rock,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,6,7.2,13.2
4459,Shelgon,Shelgon,Dragon,Rock,Ember,Fire,7,2,6,Twister,Dragon,45,45,8,6,5.38,11.38
4460,Shelgon,Shelgon,Dragon,Rock,Ember,Fire,7,2,6,Dragon Pulse,Dragon,90,60,10,6,8.6,14.6
4461,Shelgon,Shelgon,Dragon,Rock,Ember,Fire,7,2,6,Frustration,Normal,10,70,12,6,0.67,6.67
4462,Shelgon,Shelgon,Dragon,Rock,Ember,Fire,7,2,6,Return,Normal,130,70,12,6,8.58,14.58
4463,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Fire Blast,Fire,140,80,20,8,6.6,14.6
4464,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Hydro Pump,Water,130,75,19,8,6.47,14.47
4465,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Outrage,Dragon,110,60,15,8,8.33,16.33
4466,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Draco Meteor,Dragon,150,65,16.5,8,10.3,18.3
4467,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,8,0.57,8.57
4468,Salamence,Salamence,Dragon,Flying,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,8,7.03,15.03
4469,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Fire Blast,Fire,140,80,16,8,8.25,16.25
4470,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Hydro Pump,Water,130,75,15,8,8.2,16.2
4471,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Outrage,Dragon,110,60,12,8,10.42,18.42
4472,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Draco Meteor,Dragon,150,65,13,8,13.08,21.08
4473,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Frustration,Normal,10,70,14,8,0.71,8.71
4474,Salamence,Salamence,Dragon,Flying,Fire Fang,Fire,8,2,5,Return,Normal,130,70,14,8,8.79,16.79
4475,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Fire Blast,Fire,140,80,13.5,10,9.78,19.78
4476,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Hydro Pump,Water,130,75,13.5,10,9.11,19.11
4477,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Outrage,Dragon,110,60,10.5,10,11.9,21.9
4478,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Draco Meteor,Dragon,150,65,12,10,14.17,24.17
4479,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Frustration,Normal,10,70,12,10,0.83,10.83
4480,Salamence,Salamence,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Return,Normal,130,70,12,10,10.25,20.25
4481,Beldum,Beldum,Steel,Psychic,Take Down,Normal,5,3,8,Struggle,Normal,35,100,19.5,2,0.87,2.87
4482,Beldum,Beldum,Steel,Psychic,Take Down,Normal,5,3,8,Frustration,Normal,10,70,13.5,2,0.37,2.37
4483,Beldum,Beldum,Steel,Psychic,Take Down,Normal,5,3,8,Return,Normal,130,70,13.5,2,4.52,6.52
4484,Metang,Metang,Steel,Psychic,Metal Claw,Steel,5,2,6,Psyshock,Psychic,70,45,8,4,5.75,9.75
4485,Metang,Metang,Steel,Psychic,Metal Claw,Steel,5,2,6,Psychic,Psychic,90,55,10,4,5.9,9.9
4486,Metang,Metang,Steel,Psychic,Metal Claw,Steel,5,2,6,Gyro Ball,Steel,80,60,10,4,6.3,10.3
4487,Metang,Metang,Steel,Psychic,Metal Claw,Steel,5,2,6,Frustration,Normal,10,70,12,4,0.58,4.58
4488,Metang,Metang,Steel,Psychic,Metal Claw,Steel,5,2,6,Return,Normal,130,70,12,4,7.08,11.08
4489,Metang,Metang,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Psyshock,Psychic,70,45,12,4,3.83,7.83
4490,Metang,Metang,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,4,3.93,7.93
4491,Metang,Metang,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Gyro Ball,Steel,80,60,15,4,4.2,8.2
4492,Metang,Metang,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Frustration,Normal,10,70,18,4,0.39,4.39
4493,Metang,Metang,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Return,Normal,130,70,18,4,4.72,8.72
4494,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Earthquake,Ground,120,65,10,7,10.5,17.5
4495,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Flash Cannon,Steel,110,70,10,7,11.6,18.6
4496,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Psychic,Psychic,90,55,8,7,9.88,16.88
4497,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Meteor Mash,Steel,100,50,8,7,13.12,20.12
4498,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Frustration,Normal,10,70,10,7,0.9,7.9
4499,Metagross,Metagross,Steel,Psychic,Bullet Punch,Steel,6,2,7,Return,Normal,130,70,10,7,11.4,18.4
4500,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Earthquake,Ground,120,65,16.5,4.67,6.36,11.03
4501,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Flash Cannon,Steel,110,70,18,4.67,6.44,11.11
4502,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,4.67,5.27,9.94
4503,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Meteor Mash,Steel,100,50,13.5,4.67,7.78,12.45
4504,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Frustration,Normal,10,70,18,4.67,0.5,5.17
4505,Metagross,Metagross,Steel,Psychic,Zen Headbutt,Psychic,8,3,6,Return,Normal,130,70,18,4.67,6.33,11
4506,Regirock,Regirock,Rock,Psychic,Rock Throw,Rock,8,2,5,Stone Edge,Rock,100,55,11,9,9.55,18.55
4507,Regirock,Regirock,Rock,Psychic,Rock Throw,Rock,8,2,5,Focus Blast,Fighting,150,75,15,9,8.73,17.73
4508,Regirock,Regirock,Rock,Psychic,Rock Throw,Rock,8,2,5,Zap Cannon,Electric,150,80,16,9,8.19,17.19
4509,Regirock,Regirock,Rock,Psychic,Rock Smash,Fighting,9,3,6,Stone Edge,Rock,100,55,15,5.33,7,12.33
4510,Regirock,Regirock,Rock,Psychic,Rock Smash,Fighting,9,3,6,Focus Blast,Fighting,150,75,19.5,5.33,6.72,12.05
4511,Regirock,Regirock,Rock,Psychic,Rock Smash,Fighting,9,3,6,Zap Cannon,Electric,150,80,21,5.33,6.24,11.57
4512,Regirock,Regirock,Rock,Psychic,Lock-On,Normal,1,1,5,Stone Edge,Rock,100,55,5.5,2,19.09,21.09
4513,Regirock,Regirock,Rock,Psychic,Lock-On,Normal,1,1,5,Focus Blast,Fighting,150,75,7.5,2,17.47,19.47
4514,Regirock,Regirock,Rock,Psychic,Lock-On,Normal,1,1,5,Zap Cannon,Electric,150,80,8,2,16.38,18.38
4515,Regice,Regice,Ice,Psychic,Frost Breath,Ice,7,2,5,Earthquake,Ground,120,65,13,6,6.38,12.38
4516,Regice,Regice,Ice,Psychic,Frost Breath,Ice,7,2,5,Blizzard,Ice,140,75,15,6,7.73,13.73
4517,Regice,Regice,Ice,Psychic,Frost Breath,Ice,7,2,5,Focus Blast,Fighting,150,75,15,6,6.87,12.87
4518,Regice,Regice,Ice,Psychic,Rock Smash,Fighting,9,3,6,Earthquake,Ground,120,65,16.5,4.67,5.03,9.7
4519,Regice,Regice,Ice,Psychic,Rock Smash,Fighting,9,3,6,Blizzard,Ice,140,75,19.5,4.67,5.95,10.62
4520,Regice,Regice,Ice,Psychic,Rock Smash,Fighting,9,3,6,Focus Blast,Fighting,150,75,19.5,4.67,5.28,9.95
4521,Regice,Regice,Ice,Psychic,Lock-On,Normal,1,1,5,Earthquake,Ground,120,65,6.5,2,12.77,14.77
4522,Regice,Regice,Ice,Psychic,Lock-On,Normal,1,1,5,Blizzard,Ice,140,75,7.5,2,15.47,17.47
4523,Regice,Regice,Ice,Psychic,Lock-On,Normal,1,1,5,Focus Blast,Fighting,150,75,7.5,2,13.73,15.73
4524,Registeel,Registeel,Steel,Psychic,Metal Claw,Steel,5,2,6,Hyper Beam,Normal,150,80,14,4,6.79,10.79
4525,Registeel,Registeel,Steel,Psychic,Metal Claw,Steel,5,2,6,Flash Cannon,Steel,110,70,12,4,7,11
4526,Registeel,Registeel,Steel,Psychic,Metal Claw,Steel,5,2,6,Focus Blast,Fighting,150,75,13,4,7.31,11.31
4527,Registeel,Registeel,Steel,Psychic,Rock Smash,Fighting,9,3,6,Hyper Beam,Normal,150,80,21,4,4.52,8.52
4528,Registeel,Registeel,Steel,Psychic,Rock Smash,Fighting,9,3,6,Flash Cannon,Steel,110,70,18,4,4.67,8.67
4529,Registeel,Registeel,Steel,Psychic,Rock Smash,Fighting,9,3,6,Focus Blast,Fighting,150,75,19.5,4,4.87,8.87
4530,Registeel,Registeel,Steel,Psychic,Lock-On,Normal,1,1,5,Hyper Beam,Normal,150,80,8,2,11.88,13.88
4531,Registeel,Registeel,Steel,Psychic,Lock-On,Normal,1,1,5,Flash Cannon,Steel,110,70,7,2,12,14
4532,Registeel,Registeel,Steel,Psychic,Lock-On,Normal,1,1,5,Focus Blast,Fighting,150,75,7.5,2,12.67,14.67
4533,Latias,Latias,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Thunder,Electric,100,60,10,8,8.2,16.2
4534,Latias,Latias,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Psychic,Psychic,90,55,9.5,8,7.68,15.68
4535,Latias,Latias,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Outrage,Dragon,110,60,10,8,10.7,18.7
4536,Latias,Latias,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Thunder,Electric,100,60,15,4.67,5.47,10.14
4537,Latias,Latias,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,4.67,4.87,9.54
4538,Latias,Latias,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Outrage,Dragon,110,60,15,4.67,7.13,11.8
4539,Latias,Latias,Dragon,Psychic,Charm,Fairy,16,3,6,Thunder,Electric,100,60,15,8.67,5.47,14.14
4540,Latias,Latias,Dragon,Psychic,Charm,Fairy,16,3,6,Psychic,Psychic,90,55,15,8.67,4.87,13.54
4541,Latias,Latias,Dragon,Psychic,Charm,Fairy,16,3,6,Outrage,Dragon,110,60,15,8.67,7.13,15.8
4542,Latios,Latios,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Dragon Claw,Dragon,50,35,6,10,9.17,19.17
4543,Latios,Latios,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Psychic,Psychic,90,55,9.5,10,8.63,18.63
4544,Latios,Latios,Dragon,Psychic,Dragon Breath,Dragon,4,1,3,Solar Beam,Grass,150,80,13.5,10,10.07,20.07
4545,Latios,Latios,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Dragon Claw,Dragon,50,35,9,5.33,6.11,11.44
4546,Latios,Latios,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,5.33,5.47,10.8
4547,Latios,Latios,Dragon,Psychic,Zen Headbutt,Psychic,8,3,6,Solar Beam,Grass,150,80,21,5.33,6.48,11.81
4548,Kyogre,Kyogre,Water,Psychic,Waterfall,Water,12,3,8,Blizzard,Ice,140,75,15,8.67,8.2,16.87
4549,Kyogre,Kyogre,Water,Psychic,Waterfall,Water,12,3,8,Thunder,Electric,100,60,12,8.67,7.33,16
4550,Kyogre,Kyogre,Water,Psychic,Waterfall,Water,12,3,8,Hydro Pump,Water,130,75,15,8.67,9.13,17.8
4551,Kyogre,Kyogre,Water,Psychic,Waterfall,Water,12,3,8,Surf,Water,65,40,7.5,8.67,9.2,17.87
4552,Groudon,Groudon,Ground,Psychic,Mud Shot,Ground,3,2,9,Earthquake,Ground,120,65,8,4,15.88,19.88
4553,Groudon,Groudon,Ground,Psychic,Mud Shot,Ground,3,2,9,Fire Blast,Fire,140,80,9,4,13.67,17.67
4554,Groudon,Groudon,Ground,Psychic,Mud Shot,Ground,3,2,9,Fire Punch,Fire,55,40,5,4,9.8,13.8
4555,Groudon,Groudon,Ground,Psychic,Mud Shot,Ground,3,2,9,Solar Beam,Grass,150,80,9,4,14.67,18.67
4556,Groudon,Groudon,Ground,Psychic,Dragon Tail,Dragon,13,3,9,Earthquake,Ground,120,65,12,8,10.58,18.58
4557,Groudon,Groudon,Ground,Psychic,Dragon Tail,Dragon,13,3,9,Fire Blast,Fire,140,80,13.5,8,9.11,17.11
4558,Groudon,Groudon,Ground,Psychic,Dragon Tail,Dragon,13,3,9,Fire Punch,Fire,55,40,7.5,8,6.53,14.53
4559,Groudon,Groudon,Ground,Psychic,Dragon Tail,Dragon,13,3,9,Solar Beam,Grass,150,80,13.5,8,9.78,17.78
4560,Rayquaza,Rayquaza,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Aerial Ace,Flying,55,45,7.5,10,7.07,17.07
4561,Rayquaza,Rayquaza,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Ancient Power,Rock,45,45,7.5,10,5.73,15.73
4562,Rayquaza,Rayquaza,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Hurricane,Flying,110,65,12,10,8.75,18.75
4563,Rayquaza,Rayquaza,Dragon,Flying,Dragon Tail,Dragon,13,3,9,Outrage,Dragon,110,60,10.5,10,12,22
4564,Rayquaza,Rayquaza,Dragon,Flying,Air Slash,Flying,9,3,9,Aerial Ace,Flying,55,45,7.5,6,7.07,13.07
4565,Rayquaza,Rayquaza,Dragon,Flying,Air Slash,Flying,9,3,9,Ancient Power,Rock,45,45,7.5,6,5.73,11.73
4566,Rayquaza,Rayquaza,Dragon,Flying,Air Slash,Flying,9,3,9,Hurricane,Flying,110,65,12,6,8.75,14.75
4567,Rayquaza,Rayquaza,Dragon,Flying,Air Slash,Flying,9,3,9,Outrage,Dragon,110,60,10.5,6,12,18
4568,Jirachi,Jirachi,Steel,Psychic,Confusion,Psychic,16,4,12,Dazzling Gleam,Fairy,110,70,12,8,8.75,16.75
4569,Jirachi,Jirachi,Steel,Psychic,Confusion,Psychic,16,4,12,Psychic,Psychic,90,55,10,8,8.6,16.6
4570,Jirachi,Jirachi,Steel,Psychic,Confusion,Psychic,16,4,12,Doom Desire,Steel,75,40,8,8,10.75,18.75
4571,Jirachi,Jirachi,Steel,Psychic,Charge Beam,Electric,5,3,11,Dazzling Gleam,Fairy,110,70,10.5,3.33,10,13.33
4572,Jirachi,Jirachi,Steel,Psychic,Charge Beam,Electric,5,3,11,Psychic,Psychic,90,55,7.5,3.33,11.47,14.8
4573,Jirachi,Jirachi,Steel,Psychic,Charge Beam,Electric,5,3,11,Doom Desire,Steel,75,40,6,3.33,14.33,17.66
4574,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Hyper Beam,Normal,150,80,21,8.67,9.05,17.72
4575,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Zap Cannon,Electric,150,80,21,8.67,9.05,17.72
4576,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Psycho Boost,Psychic,70,35,9,8.67,11.89,20.56
4577,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Hyper Beam,Normal,150,80,12,4.67,15.83,20.5
4578,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Zap Cannon,Electric,150,80,12,4.67,15.83,20.5
4579,Deoxys,Deoxys (Normal Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Psycho Boost,Psychic,70,35,6,4.67,17.83,22.5
4580,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Poison Jab,Poison,7,2,7,Dark Pulse,Dark,80,50,8,9,12.75,21.75
4581,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Poison Jab,Poison,7,2,7,Zap Cannon,Electric,150,80,12,9,15.83,24.83
4582,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Poison Jab,Poison,7,2,7,Psycho Boost,Psychic,70,35,5,9,21.4,30.4
4583,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Dark Pulse,Dark,80,50,13.5,8.67,7.56,16.23
4584,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Zap Cannon,Electric,150,80,21,8.67,9.05,17.72
4585,Deoxys,Deoxys (Attack Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Psycho Boost,Psychic,70,35,9,8.67,11.89,20.56
4586,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Rock Slide,Rock,75,45,12,8.67,7.92,16.59
4587,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Thunderbolt,Electric,90,55,15,8.67,7.6,16.27
4588,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Psycho Boost,Psychic,70,35,9,8.67,11.89,20.56
4589,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Counter,Fighting,8,2,7,Rock Slide,Rock,75,45,7,11,13.57,24.57
4590,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Counter,Fighting,8,2,7,Thunderbolt,Electric,90,55,8,11,14.25,25.25
4591,Deoxys,Deoxys (Defense Forme),Psychic,Psychic,Counter,Fighting,8,2,7,Psycho Boost,Psychic,70,35,5,11,21.4,32.4
4592,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Thunderbolt,Electric,90,55,15,8.67,7.6,16.27
4593,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Swift,Normal,60,55,15,8.67,5.07,13.74
4594,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Zen Headbutt,Psychic,8,3,6,Psycho Boost,Psychic,70,35,9,8.67,11.89,20.56
4595,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Thunderbolt,Electric,90,55,7.5,4.67,15.2,19.87
4596,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Swift,Normal,60,55,7.5,4.67,10.13,14.8
4597,Deoxys,Deoxys (Speed Forme),Psychic,Psychic,Charge Beam,Electric,5,3,11,Psycho Boost,Psychic,70,35,6,4.67,17.83,22.5
4598,Turtwig,Turtwig,Grass,Psychic,Razor Leaf,Grass,10,2,4,Seed Bomb,Grass,55,40,10,7,3.8,10.8
4599,Turtwig,Turtwig,Grass,Psychic,Razor Leaf,Grass,10,2,4,Body Slam,Normal,60,35,9,7,3.78,10.78
4600,Turtwig,Turtwig,Grass,Psychic,Razor Leaf,Grass,10,2,4,Energy Ball,Grass,90,55,14,7,4.43,11.43
4601,Turtwig,Turtwig,Grass,Psychic,Razor Leaf,Grass,10,2,4,Frustration,Normal,10,70,18,7,0.33,7.33
4602,Turtwig,Turtwig,Grass,Psychic,Razor Leaf,Grass,10,2,4,Return,Normal,130,70,18,7,4.11,11.11
4603,Turtwig,Turtwig,Grass,Psychic,Tackle,Normal,3,1,2,Seed Bomb,Grass,55,40,10,4,3.8,7.8
4604,Turtwig,Turtwig,Grass,Psychic,Tackle,Normal,3,1,2,Body Slam,Normal,60,35,9,4,3.78,7.78
4605,Turtwig,Turtwig,Grass,Psychic,Tackle,Normal,3,1,2,Energy Ball,Grass,90,55,14,4,4.43,8.43
4606,Turtwig,Turtwig,Grass,Psychic,Tackle,Normal,3,1,2,Frustration,Normal,10,70,17.5,4,0.34,4.34
4607,Turtwig,Turtwig,Grass,Psychic,Tackle,Normal,3,1,2,Return,Normal,130,70,17.5,4,4.23,8.23
4608,Grotle,Grotle,Grass,Psychic,Bite,Dark,4,1,2,Solar Beam,Grass,150,80,20,6,6.55,12.55
4609,Grotle,Grotle,Grass,Psychic,Bite,Dark,4,1,2,Body Slam,Normal,60,35,9,6,4.89,10.89
4610,Grotle,Grotle,Grass,Psychic,Bite,Dark,4,1,2,Energy Ball,Grass,90,55,14,6,5.64,11.64
4611,Grotle,Grotle,Grass,Psychic,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,6,0.46,6.46
4612,Grotle,Grotle,Grass,Psychic,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,6,5.43,11.43
4613,Grotle,Grotle,Grass,Psychic,Razor Leaf,Grass,10,2,4,Solar Beam,Grass,150,80,20,9,6.55,15.55
4614,Grotle,Grotle,Grass,Psychic,Razor Leaf,Grass,10,2,4,Body Slam,Normal,60,35,9,9,4.89,13.89
4615,Grotle,Grotle,Grass,Psychic,Razor Leaf,Grass,10,2,4,Energy Ball,Grass,90,55,14,9,5.64,14.64
4616,Grotle,Grotle,Grass,Psychic,Razor Leaf,Grass,10,2,4,Frustration,Normal,10,70,18,9,0.44,9.44
4617,Grotle,Grotle,Grass,Psychic,Razor Leaf,Grass,10,2,4,Return,Normal,130,70,18,9,5.28,14.28
4618,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Earthquake,Ground,120,65,16.5,8,5.76,13.76
4619,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Stone Edge,Rock,100,55,14,8,5.71,13.71
4620,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Solar Beam,Grass,150,80,20,8,7.15,15.15
4621,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Sand Tomb,Ground,25,40,10,8,2,10
4622,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Frenzy Plant,Grass,100,45,11.5,8,8.26,16.26
4623,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,8,0.46,8.46
4624,Torterra,Torterra,Grass,Ground,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,8,5.89,13.89
4625,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Earthquake,Ground,120,65,17,10,5.59,15.59
4626,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Stone Edge,Rock,100,55,14,10,5.71,15.71
4627,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Solar Beam,Grass,150,80,20,10,7.15,17.15
4628,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Sand Tomb,Ground,25,40,10,10,2,12
4629,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Frenzy Plant,Grass,100,45,12,10,7.92,17.92
4630,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Frustration,Normal,10,70,18,10,0.44,10.44
4631,Torterra,Torterra,Grass,Ground,Razor Leaf,Grass,10,2,4,Return,Normal,130,70,18,10,5.72,15.72
4632,Chimchar,Chimchar,Fire,Ground,Ember,Fire,7,2,6,Flame Wheel,Fire,60,55,10,5,3.9,8.9
4633,Chimchar,Chimchar,Fire,Ground,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,5,5.9,10.9
4634,Chimchar,Chimchar,Fire,Ground,Ember,Fire,7,2,6,Flame Charge,Fire,65,50,9,5,4.78,9.78
4635,Chimchar,Chimchar,Fire,Ground,Ember,Fire,7,2,6,Frustration,Normal,10,70,12,5,0.5,5.5
4636,Chimchar,Chimchar,Fire,Ground,Ember,Fire,7,2,6,Return,Normal,130,70,12,5,5.92,10.92
4637,Chimchar,Chimchar,Fire,Ground,Scratch,Normal,4,1,2,Flame Wheel,Fire,60,55,14,6,2.79,8.79
4638,Chimchar,Chimchar,Fire,Ground,Scratch,Normal,4,1,2,Flamethrower,Fire,90,55,14,6,4.21,10.21
4639,Chimchar,Chimchar,Fire,Ground,Scratch,Normal,4,1,2,Flame Charge,Fire,65,50,12.5,6,3.44,9.44
4640,Chimchar,Chimchar,Fire,Ground,Scratch,Normal,4,1,2,Frustration,Normal,10,70,17.5,6,0.34,6.34
4641,Chimchar,Chimchar,Fire,Ground,Scratch,Normal,4,1,2,Return,Normal,130,70,17.5,6,4.06,10.06
4642,Monferno,Monferno,Fire,Fighting,Ember,Fire,7,2,6,Flame Wheel,Fire,60,55,10,7,5.3,12.3
4643,Monferno,Monferno,Fire,Fighting,Ember,Fire,7,2,6,Flamethrower,Fire,90,55,10,7,7.9,14.9
4644,Monferno,Monferno,Fire,Fighting,Ember,Fire,7,2,6,Low Sweep,Fighting,40,40,7,7,4.29,11.29
4645,Monferno,Monferno,Fire,Fighting,Ember,Fire,7,2,6,Frustration,Normal,10,70,12,7,0.67,7.67
4646,Monferno,Monferno,Fire,Fighting,Ember,Fire,7,2,6,Return,Normal,130,70,12,7,8,15
4647,Monferno,Monferno,Fire,Fighting,Rock Smash,Fighting,9,3,6,Flame Wheel,Fire,60,55,15,4.67,3.53,8.2
4648,Monferno,Monferno,Fire,Fighting,Rock Smash,Fighting,9,3,6,Flamethrower,Fire,90,55,15,4.67,5.27,9.94
4649,Monferno,Monferno,Fire,Fighting,Rock Smash,Fighting,9,3,6,Low Sweep,Fighting,40,40,10.5,4.67,2.86,7.53
4650,Monferno,Monferno,Fire,Fighting,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,4.67,0.44,5.11
4651,Monferno,Monferno,Fire,Fighting,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,4.67,5.33,10
