ID,Name,Full Name,Fast Move,Charge Move
3403,Shuppet,Shuppet,Feint Attack,Frustration
3404,Shuppet,Shuppet,Astonish,Shadow Sneak
3405,Shuppet,Shuppet,Astonish,Ominous Wind
3406,Shuppet,Shuppet,Astonish,Night Shade
3407,Shuppet,Shuppet,Astonish,Frustration
3408,Banette,Banette,Shadow Claw,Shadow Ball
3409,Banette,Banette,Shadow Claw,Thunder
3410,Banette,Banette,Shadow Claw,Dazzling Gleam
3411,Banette,Banette,Shadow Claw,Frustration
3412,Banette,Banette,Hex,Shadow Ball
3413,Banette,Banette,Hex,Thunder
3414,Banette,Banette,Hex,Dazzling Gleam
3415,Banette,Banette,Hex,Frustration
3416,Duskull,Duskull,Astonish,Shadow Sneak
3417,Duskull,Duskull,Astonish,Ominous Wind
3418,Duskull,Duskull,Astonish,Night Shade
3419,Duskull,Duskull,Astonish,Frustration
3420,Duskull,Duskull,Hex,Shadow Sneak
3421,Duskull,Duskull,Hex,Ominous Wind
3422,Duskull,Duskull,Hex,Night Shade
3423,Duskull,Duskull,Hex,Frustration
3424,Dusclops,Dusclops,Feint Attack,Ice Punch
3425,Dusclops,Dusclops,Feint Attack,Shadow Punch
3426,Dusclops,Dusclops,Feint Attack,Fire Punch
3427,Dusclops,Dusclops,Feint Attack,Frustration
3428,Dusclops,Dusclops,Hex,Ice Punch
3429,Dusclops,Dusclops,Hex,Shadow Punch
3430,Dusclops,Dusclops,Hex,Fire Punch
3431,Dusclops,Dusclops,Hex,Frustration
3432,Tropius,Tropius,Razor Leaf,Aerial Ace
3433,Tropius,Tropius,Razor Leaf,Leaf Blade
3434,Tropius,Tropius,Razor Leaf,Stomp
3435,Tropius,Tropius,Air Slash,Aerial Ace
3436,Tropius,Tropius,Air Slash,Leaf Blade
3437,Tropius,Tropius,Air Slash,Stomp
3438,Chimecho,Chimecho,Astonish,Psyshock
3439,Chimecho,Chimecho,Astonish,Shadow Ball
3440,Chimecho,Chimecho,Astonish,Energy Ball
3441,Chimecho,Chimecho,Extrasensory,Psyshock
3442,Chimecho,Chimecho,Extrasensory,Shadow Ball
3443,Chimecho,Chimecho,Extrasensory,Energy Ball
3444,Absol,Absol,Psycho Cut,Dark Pulse
3445,Absol,Absol,Psycho Cut,Megahorn
3446,Absol,Absol,Psycho Cut,Thunder
3447,Absol,Absol,Psycho Cut,Frustration
3448,Absol,Absol,Psycho Cut,Payback
3449,Absol,Absol,Snarl,Dark Pulse
3450,Absol,Absol,Snarl,Megahorn
3451,Absol,Absol,Snarl,Thunder
3452,Absol,Absol,Snarl,Frustration
3453,Absol,Absol,Snarl,Payback
3454,Wynaut,Wynaut,Splash,Mirror Coat
3455,Wynaut,Wynaut,Counter,Mirror Coat
3456,Snorunt,Snorunt,Powder Snow,Shadow Ball
3457,Snorunt,Snorunt,Powder Snow,Icy Wind
3458,Snorunt,Snorunt,Powder Snow,Avalanche
3459,Snorunt,Snorunt,Hex,Shadow Ball
3460,Snorunt,Snorunt,Hex,Icy Wind
3461,Snorunt,Snorunt,Hex,Avalanche
3462,Glalie,Glalie,Ice Shard,Shadow Ball
3463,Glalie,Glalie,Ice Shard,Avalanche
3464,Glalie,Glalie,Ice Shard,Gyro Ball
3465,Glalie,Glalie,Frost Breath,Shadow Ball
3466,Glalie,Glalie,Frost Breath,Avalanche
3467,Glalie,Glalie,Frost Breath,Gyro Ball
3468,Spheal,Spheal,Water Gun,Water Pulse
3469,Spheal,Spheal,Water Gun,Body Slam
3470,Spheal,Spheal,Water Gun,Aurora Beam
3471,Spheal,Spheal,Water Gun,Frustration
3472,Spheal,Spheal,Rock Smash,Water Pulse
3473,Spheal,Spheal,Rock Smash,Body Slam
3474,Spheal,Spheal,Rock Smash,Aurora Beam
3475,Spheal,Spheal,Rock Smash,Frustration
3476,Sealeo,Sealeo,Water Gun,Water Pulse
3477,Sealeo,Sealeo,Water Gun,Body Slam
3478,Sealeo,Sealeo,Water Gun,Aurora Beam
3479,Sealeo,Sealeo,Water Gun,Frustration
3480,Sealeo,Sealeo,Powder Snow,Water Pulse
3481,Sealeo,Sealeo,Powder Snow,Body Slam
3482,Sealeo,Sealeo,Powder Snow,Aurora Beam
3483,Sealeo,Sealeo,Powder Snow,Frustration
3484,Walrein,Walrein,Frost Breath,Earthquake
3485,Walrein,Walrein,Frost Breath,Blizzard
3486,Walrein,Walrein,Frost Breath,Water Pulse
3487,Walrein,Walrein,Frost Breath,Frustration
3488,Walrein,Walrein,Waterfall,Earthquake
3489,Walrein,Walrein,Waterfall,Blizzard
3490,Walrein,Walrein,Waterfall,Water Pulse
3491,Walrein,Walrein,Waterfall,Frustration
3492,Clamperl,Clamperl,Water Gun,Ice Beam
3493,Clamperl,Clamperl,Water Gun,Water Pulse
3494,Clamperl,Clamperl,Water Gun,Body Slam
3495,Huntail,Huntail,Bite,Ice Beam
3496,Huntail,Huntail,Bite,Aqua Tail
3497,Huntail,Huntail,Bite,Crunch
3498,Huntail,Huntail,Water Gun,Ice Beam
3499,Huntail,Huntail,Water Gun,Aqua Tail
3500,Huntail,Huntail,Water Gun,Crunch
3501,Gorebyss,Gorebyss,Water Gun,Draining Kiss
3502,Gorebyss,Gorebyss,Water Gun,Water Pulse
3503,Gorebyss,Gorebyss,Water Gun,Psychic
3504,Gorebyss,Gorebyss,Confusion,Draining Kiss
3505,Gorebyss,Gorebyss,Confusion,Water Pulse
3506,Gorebyss,Gorebyss,Confusion,Psychic
3507,Relicanth,Relicanth,Water Gun,Aqua Tail
3508,Relicanth,Relicanth,Water Gun,Ancient Power
3509,Relicanth,Relicanth,Water Gun,Hydro Pump
3510,Relicanth,Relicanth,Zen Headbutt,Aqua Tail
3511,Relicanth,Relicanth,Zen Headbutt,Ancient Power
3512,Relicanth,Relicanth,Zen Headbutt,Hydro Pump
3513,Luvdisc,Luvdisc,Water Gun,Aqua Jet
3514,Luvdisc,Luvdisc,Water Gun,Draining Kiss
3515,Luvdisc,Luvdisc,Water Gun,Water Pulse
3516,Luvdisc,Luvdisc,Splash,Aqua Jet
3517,Luvdisc,Luvdisc,Splash,Draining Kiss
3518,Luvdisc,Luvdisc,Splash,Water Pulse
3519,Bagon,Bagon,Bite,Flamethrower
3520,Bagon,Bagon,Bite,Twister
3521,Bagon,Bagon,Bite,Crunch
3522,Bagon,Bagon,Bite,Frustration
3523,Bagon,Bagon,Ember,Flamethrower
3524,Bagon,Bagon,Ember,Twister
3525,Bagon,Bagon,Ember,Crunch
3526,Bagon,Bagon,Ember,Frustration
3527,Shelgon,Shelgon,Dragon Breath,Flamethrower
3528,Shelgon,Shelgon,Dragon Breath,Twister
3529,Shelgon,Shelgon,Dragon Breath,Dragon Pulse
3530,Shelgon,Shelgon,Dragon Breath,Frustration
3531,Shelgon,Shelgon,Ember,Flamethrower
3532,Shelgon,Shelgon,Ember,Twister
3533,Shelgon,Shelgon,Ember,Dragon Pulse
3534,Shelgon,Shelgon,Ember,Frustration
3535,Salamence,Salamence,Bite,Fire Blast
3536,Salamence,Salamence,Bite,Hydro Pump
3537,Salamence,Salamence,Bite,Outrage
3538,Salamence,Salamence,Fire Fang,Fire Blast
3539,Salamence,Salamence,Fire Fang,Hydro Pump
3540,Salamence,Salamence,Fire Fang,Outrage
3541,Salamence,Salamence,Dragon Tail,Fire Blast
3542,Salamence,Salamence,Dragon Tail,Hydro Pump
3543,Salamence,Salamence,Dragon Tail,Outrage
3544,Beldum,Beldum,Take Down,Struggle
3545,Beldum,Beldum,Take Down,Frustration
3546,Metang,Metang,Metal Claw,Psyshock
3547,Metang,Metang,Metal Claw,Psychic
3548,Metang,Metang,Metal Claw,Gyro Ball
3549,Metang,Metang,Metal Claw,Frustration
3550,Metang,Metang,Zen Headbutt,Psyshock
3551,Metang,Metang,Zen Headbutt,Psychic
3552,Metang,Metang,Zen Headbutt,Gyro Ball
3553,Metang,Metang,Zen Headbutt,Frustration
3554,Metagross,Metagross,Bullet Punch,Earthquake
3555,Metagross,Metagross,Bullet Punch,Flash Cannon
3556,Metagross,Metagross,Bullet Punch,Psychic
3557,Metagross,Metagross,Bullet Punch,Meteor Mash
3558,Metagross,Metagross,Zen Headbutt,Earthquake
3559,Metagross,Metagross,Zen Headbutt,Flash Cannon
3560,Metagross,Metagross,Zen Headbutt,Psychic
3561,Metagross,Metagross,Zen Headbutt,Meteor Mash
3562,Regirock,Regirock,Rock Throw,Stone Edge
3563,Regirock,Regirock,Rock Throw,Focus Blast
3564,Regirock,Regirock,Rock Throw,Zap Cannon
3565,Regirock,Regirock,Rock Smash,Stone Edge
3566,Regirock,Regirock,Rock Smash,Focus Blast
3567,Regirock,Regirock,Rock Smash,Zap Cannon
3568,Regirock,Regirock,Lock-On,Stone Edge
3569,Regirock,Regirock,Lock-On,Focus Blast
3570,Regirock,Regirock,Lock-On,Zap Cannon
3571,Regice,Regice,Frost Breath,Earthquake
3572,Regice,Regice,Frost Breath,Blizzard
3573,Regice,Regice,Frost Breath,Focus Blast
3574,Regice,Regice,Rock Smash,Earthquake
3575,Regice,Regice,Rock Smash,Blizzard
3576,Regice,Regice,Rock Smash,Focus Blast
3577,Regice,Regice,Lock-On,Earthquake
3578,Regice,Regice,Lock-On,Blizzard
3579,Regice,Regice,Lock-On,Focus Blast
3580,Registeel,Registeel,Metal Claw,Hyper Beam
3581,Registeel,Registeel,Metal Claw,Flash Cannon
3582,Registeel,Registeel,Metal Claw,Focus Blast
3583,Registeel,Registeel,Rock Smash,Hyper Beam
3584,Registeel,Registeel,Rock Smash,Flash Cannon
3585,Registeel,Registeel,Rock Smash,Focus Blast
3586,Registeel,Registeel,Lock-On,Hyper Beam
3587,Registeel,Registeel,Lock-On,Flash Cannon
3588,Registeel,Registeel,Lock-On,Focus Blast
3589,Latias,Latias,Dragon Breath,Thunder
3590,Latias,Latias,Dragon Breath,Psychic
3591,Latias,Latias,Dragon Breath,Outrage
3592,Latias,Latias,Zen Headbutt,Thunder
3593,Latias,Latias,Zen Headbutt,Psychic
3594,Latias,Latias,Zen Headbutt,Outrage
3595,Latias,Latias,Charm,Thunder
3596,Latias,Latias,Charm,Psychic
3597,Latias,Latias,Charm,Outrage
3598,Latios,Latios,Dragon Breath,Dragon Claw
3599,Latios,Latios,Dragon Breath,Psychic
3600,Latios,Latios,Dragon Breath,Solar Beam
3601,Latios,Latios,Zen Headbutt,Dragon Claw
3602,Latios,Latios,Zen Headbutt,Psychic
3603,Latios,Latios,Zen Headbutt,Solar Beam
3604,Kyogre,Kyogre,Waterfall,Blizzard
3605,Kyogre,Kyogre,Waterfall,Thunder
3606,Kyogre,Kyogre,Waterfall,Hydro Pump
3607,Kyogre,Kyogre,Waterfall,Surf
3608,Groudon,Groudon,Mud Shot,Earthquake
3609,Groudon,Groudon,Mud Shot,Fire Blast
3610,Groudon,Groudon,Mud Shot,Fire Punch
3611,Groudon,Groudon,Mud Shot,Solar Beam
3612,Groudon,Groudon,Dragon Tail,Earthquake
3613,Groudon,Groudon,Dragon Tail,Fire Blast
3614,Groudon,Groudon,Dragon Tail,Fire Punch
3615,Groudon,Groudon,Dragon Tail,Solar Beam
3616,Rayquaza,Rayquaza,Dragon Tail,Aerial Ace
3617,Rayquaza,Rayquaza,Dragon Tail,Ancient Power
3618,Rayquaza,Rayquaza,Dragon Tail,Hurricane
3619,Rayquaza,Rayquaza,Dragon Tail,Outrage
3620,Rayquaza,Rayquaza,Air Slash,Aerial Ace
3621,Rayquaza,Rayquaza,Air Slash,Ancient Power
3622,Rayquaza,Rayquaza,Air Slash,Hurricane
3623,Rayquaza,Rayquaza,Air Slash,Outrage
3624,Jirachi,Jirachi,Confusion,Dazzling Gleam
3625,Jirachi,Jirachi,Confusion,Psychic
3626,Jirachi,Jirachi,Confusion,Doom Desire
3627,Jirachi,Jirachi,Charge Beam,Dazzling Gleam
3628,Jirachi,Jirachi,Charge Beam,Psychic
3629,Jirachi,Jirachi,Charge Beam,Doom Desire
3630,Deoxys,Deoxys (Normal Forme),Zen Headbutt,Hyper Beam
3631,Deoxys,Deoxys (Normal Forme),Zen Headbutt,Zap Cannon
3632,Deoxys,Deoxys (Normal Forme),Zen Headbutt,Psycho Boost
3633,Deoxys,Deoxys (Normal Forme),Charge Beam,Hyper Beam
3634,Deoxys,Deoxys (Normal Forme),Charge Beam,Zap Cannon
3635,Deoxys,Deoxys (Normal Forme),Charge Beam,Psycho Boost
3636,Deoxys,Deoxys (Attack Forme),Poison Jab,Dark Pulse
3637,Deoxys,Deoxys (Attack Forme),Poison Jab,Zap Cannon
3638,Deoxys,Deoxys (Attack Forme),Poison Jab,Psycho Boost
3639,Deoxys,Deoxys (Attack Forme),Zen Headbutt,Dark Pulse
3640,Deoxys,Deoxys (Attack Forme),Zen Headbutt,Zap Cannon
3641,Deoxys,Deoxys (Attack Forme),Zen Headbutt,Psycho Boost
3642,Deoxys,Deoxys (Defense Forme),Zen Headbutt,Rock Slide
3643,Deoxys,Deoxys (Defense Forme),Zen Headbutt,Thunderbolt
3644,Deoxys,Deoxys (Defense Forme),Zen Headbutt,Psycho Boost
3645,Deoxys,Deoxys (Defense Forme),Counter,Rock Slide
3646,Deoxys,Deoxys (Defense Forme),Counter,Thunderbolt
3647,Deoxys,Deoxys (Defense Forme),Counter,Psycho Boost
3648,Deoxys,Deoxys (Speed Forme),Zen Headbutt,Thunderbolt
3649,Deoxys,Deoxys (Speed Forme),Zen Headbutt,Swift
3650,Deoxys,Deoxys (Speed Forme),Zen Headbutt,Psycho Boost
3651,Deoxys,Deoxys (Speed Forme),Charge Beam,Thunderbolt
3652,Deoxys,Deoxys (Speed Forme),Charge Beam,Swift
3653,Deoxys,Deoxys (Speed Forme),Charge Beam,Psycho Boost
3654,Turtwig,Turtwig,Razor Leaf,Seed Bomb
3655,Turtwig,Turtwig,Razor Leaf,Body Slam
3656,Turtwig,Turtwig,Razor Leaf,Energy Ball
3657,Turtwig,Turtwig,Razor Leaf,Frustration
3658,Turtwig,Turtwig,Tackle,Seed Bomb
3659,Turtwig,Turtwig,Tackle,Body Slam
3660,Turtwig,Turtwig,Tackle,Energy Ball
3661,Turtwig,Turtwig,Tackle,Frustration
3662,Grotle,Grotle,Bite,Solar Beam
3663,Grotle,Grotle,Bite,Body Slam
3664,Grotle,Grotle,Bite,Energy Ball
3665,Grotle,Grotle,Bite,Frustration
3666,Grotle,Grotle,Razor Leaf,Solar Beam
3667,Grotle,Grotle,Razor Leaf,Body Slam
3668,Grotle,Grotle,Razor Leaf,Energy Ball
3669,Grotle,Grotle,Razor Leaf,Frustration
3670,Torterra,Torterra,Bite,Earthquake
3671,Torterra,Torterra,Bite,Stone Edge
3672,Torterra,Torterra,Bite,Solar Beam
3673,Torterra,Torterra,Bite,Sand Tomb
3674,Torterra,Torterra,Bite,Frenzy Plant
3675,Torterra,Torterra,Razor Leaf,Earthquake
3676,Torterra,Torterra,Razor Leaf,Stone Edge
3677,Torterra,Torterra,Razor Leaf,Solar Beam
3678,Torterra,Torterra,Razor Leaf,Sand Tomb
3679,Torterra,Torterra,Razor Leaf,Frenzy Plant
3680,Chimchar,Chimchar,Ember,Flame Wheel
3681,Chimchar,Chimchar,Ember,Flamethrower
3682,Chimchar,Chimchar,Ember,Flame Charge
3683,Chimchar,Chimchar,Ember,Frustration
3684,Chimchar,Chimchar,Scratch,Flame Wheel
3685,Chimchar,Chimchar,Scratch,Flamethrower
3686,Chimchar,Chimchar,Scratch,Flame Charge
3687,Chimchar,Chimchar,Scratch,Frustration
3688,Monferno,Monferno,Ember,Flame Wheel
3689,Monferno,Monferno,Ember,Flamethrower
3690,Monferno,Monferno,Ember,Low Sweep
3691,Monferno,Monferno,Ember,Frustration
3692,Monferno,Monferno,Rock Smash,Flame Wheel
3693,Monferno,Monferno,Rock Smash,Flamethrower
3694,Monferno,Monferno,Rock Smash,Low Sweep
3695,Monferno,Monferno,Rock Smash,Frustration
3696,Infernape,Infernape,Rock Smash,Flamethrower
3697,Infernape,Infernape,Rock Smash,Solar Beam
3698,Infernape,Infernape,Rock Smash,Close Combat
3699,Infernape,Infernape,Rock Smash,Blast Burn
3700,Infernape,Infernape,Fire Spin,Flamethrower
3701,Infernape,Infernape,Fire Spin,Solar Beam
3702,Infernape,Infernape,Fire Spin,Close Combat
3703,Infernape,Infernape,Fire Spin,Blast Burn
3704,Piplup,Piplup,Pound,Drill Peck
3705,Piplup,Piplup,Pound,Bubble Beam
3706,Piplup,Piplup,Pound,Icy Wind
3707,Piplup,Piplup,Bubble,Drill Peck
3708,Piplup,Piplup,Bubble,Bubble Beam
3709,Piplup,Piplup,Bubble,Icy Wind
3710,Prinplup,Prinplup,Metal Claw,Bubble Beam
3711,Prinplup,Prinplup,Metal Claw,Hydro Pump
3712,Prinplup,Prinplup,Metal Claw,Icy Wind
3713,Prinplup,Prinplup,Bubble,Bubble Beam
3714,Prinplup,Prinplup,Bubble,Hydro Pump
3715,Prinplup,Prinplup,Bubble,Icy Wind
3716,Empoleon,Empoleon,Metal Claw,Flash Cannon
3717,Empoleon,Empoleon,Metal Claw,Drill Peck
3718,Empoleon,Empoleon,Metal Claw,Blizzard
3719,Empoleon,Empoleon,Metal Claw,Hydro Pump
3720,Empoleon,Empoleon,Metal Claw,Hydro Cannon
3721,Empoleon,Empoleon,Waterfall,Flash Cannon
3722,Empoleon,Empoleon,Waterfall,Drill Peck
3723,Empoleon,Empoleon,Waterfall,Blizzard
3724,Empoleon,Empoleon,Waterfall,Hydro Pump
3725,Empoleon,Empoleon,Waterfall,Hydro Cannon
3726,Starly,Starly,Quick Attack,Aerial Ace
3727,Starly,Starly,Quick Attack,Brave Bird
3728,Starly,Starly,Tackle,Aerial Ace
3729,Starly,Starly,Tackle,Brave Bird
3730,Staravia,Staravia,Wing Attack,Heat Wave
3731,Staravia,Staravia,Wing Attack,Aerial Ace
3732,Staravia,Staravia,Wing Attack,Brave Bird
3733,Staravia,Staravia,Quick Attack,Heat Wave
3734,Staravia,Staravia,Quick Attack,Aerial Ace
3735,Staravia,Staravia,Quick Attack,Brave Bird
3736,Staraptor,Staraptor,Wing Attack,Heat Wave
3737,Staraptor,Staraptor,Wing Attack,Close Combat
3738,Staraptor,Staraptor,Wing Attack,Brave Bird
3739,Staraptor,Staraptor,Quick Attack,Heat Wave
3740,Staraptor,Staraptor,Quick Attack,Close Combat
3741,Staraptor,Staraptor,Quick Attack,Brave Bird
3742,Bidoof,Bidoof,Tackle,Ice Beam
3743,Bidoof,Bidoof,Take Down,Ice Beam
3744,Bibarel,Bibarel,Water Gun,Hyper Beam
3745,Bibarel,Bibarel,Water Gun,Hyper Fang
3746,Bibarel,Bibarel,Water Gun,Surf
3747,Bibarel,Bibarel,Take Down,Hyper Beam
3748,Bibarel,Bibarel,Take Down,Hyper Fang
3749,Bibarel,Bibarel,Take Down,Surf
3750,Kricketot,Kricketot,Bug Bite,Struggle
3751,Kricketot,Kricketot,Struggle Bug,Struggle
3752,Kricketune,Kricketune,Fury Cutter,Aerial Ace
3753,Kricketune,Kricketune,Fury Cutter,Bug Buzz
3754,Kricketune,Kricketune,Fury Cutter,X-Scissor
3755,Kricketune,Kricketune,Struggle Bug,Aerial Ace
3756,Kricketune,Kricketune,Struggle Bug,Bug Buzz
3757,Kricketune,Kricketune,Struggle Bug,X-Scissor
3758,Shinx,Shinx,Spark,Discharge
3759,Shinx,Shinx,Spark,Thunderbolt
3760,Shinx,Shinx,Spark,Swift
3761,Shinx,Shinx,Tackle,Discharge
3762,Shinx,Shinx,Tackle,Thunderbolt
3763,Shinx,Shinx,Tackle,Swift
3764,Luxio,Luxio,Bite,Thunderbolt
3765,Luxio,Luxio,Bite,Wild Charge
3766,Luxio,Luxio,Bite,Crunch
3767,Luxio,Luxio,Spark,Thunderbolt
3768,Luxio,Luxio,Spark,Wild Charge
3769,Luxio,Luxio,Spark,Crunch
3770,Luxray,Luxray,Spark,Hyper Beam
3771,Luxray,Luxray,Spark,Wild Charge
3772,Luxray,Luxray,Spark,Crunch
3773,Luxray,Luxray,Snarl,Hyper Beam
3774,Luxray,Luxray,Snarl,Wild Charge
3775,Luxray,Luxray,Snarl,Crunch
3776,Luxray,Luxray,Hidden Power,Hyper Beam
3777,Luxray,Luxray,Hidden Power,Wild Charge
3778,Luxray,Luxray,Hidden Power,Crunch
3779,Budew,Budew,Razor Leaf,Grass Knot
3780,Budew,Budew,Razor Leaf,Energy Ball
3781,Budew,Budew,Hidden Power,Grass Knot
3782,Budew,Budew,Hidden Power,Energy Ball
3783,Roserade,Roserade,Razor Leaf,Dazzling Gleam
3784,Roserade,Roserade,Razor Leaf,Sludge Bomb
3785,Roserade,Roserade,Razor Leaf,Solar Beam
3786,Roserade,Roserade,Razor Leaf,Grass Knot
3787,Roserade,Roserade,Razor Leaf,Weather Ball - Fire
3788,Roserade,Roserade,Razor Leaf,Leaf Storm
3789,Roserade,Roserade,Poison Jab,Dazzling Gleam
3790,Roserade,Roserade,Poison Jab,Sludge Bomb
3791,Roserade,Roserade,Poison Jab,Solar Beam
3792,Roserade,Roserade,Poison Jab,Grass Knot
3793,Roserade,Roserade,Poison Jab,Weather Ball - Fire
3794,Roserade,Roserade,Poison Jab,Leaf Storm
3795,Roserade,Roserade,Bullet Seed,Dazzling Gleam
3796,Roserade,Roserade,Bullet Seed,Sludge Bomb
3797,Roserade,Roserade,Bullet Seed,Solar Beam
3798,Roserade,Roserade,Bullet Seed,Grass Knot
3799,Roserade,Roserade,Bullet Seed,Weather Ball - Fire
3800,Roserade,Roserade,Bullet Seed,Leaf Storm
3801,Cranidos,Cranidos,Zen Headbutt,Ancient Power
3802,Cranidos,Cranidos,Zen Headbutt,Rock Tomb
3803,Cranidos,Cranidos,Zen Headbutt,Bulldoze
3804,Cranidos,Cranidos,Take Down,Ancient Power
3805,Cranidos,Cranidos,Take Down,Rock Tomb
3806,Cranidos,Cranidos,Take Down,Bulldoze
3807,Rampardos,Rampardos,Zen Headbutt,Flamethrower
3808,Rampardos,Rampardos,Zen Headbutt,Rock Slide
3809,Rampardos,Rampardos,Zen Headbutt,Outrage
3810,Rampardos,Rampardos,Smack Down,Flamethrower
3811,Rampardos,Rampardos,Smack Down,Rock Slide
3812,Rampardos,Rampardos,Smack Down,Outrage
3813,Shieldon,Shieldon,Tackle,Ancient Power
3814,Shieldon,Shieldon,Tackle,Rock Tomb
3815,Shieldon,Shieldon,Tackle,Heavy Slam
3816,Shieldon,Shieldon,Iron Tail,Ancient Power
3817,Shieldon,Shieldon,Iron Tail,Rock Tomb
3818,Shieldon,Shieldon,Iron Tail,Heavy Slam
3819,Bastiodon,Bastiodon,Iron Tail,Flamethrower
3820,Bastiodon,Bastiodon,Iron Tail,Stone Edge
3821,Bastiodon,Bastiodon,Iron Tail,Flash Cannon
3822,Bastiodon,Bastiodon,Smack Down,Flamethrower
3823,Bastiodon,Bastiodon,Smack Down,Stone Edge
3824,Bastiodon,Bastiodon,Smack Down,Flash Cannon
3825,Burmy,Burmy (Plant Cloak),Bug Bite,Struggle
3826,Burmy,Burmy (Plant Cloak),Tackle,Struggle
3827,Burmy,Burmy (Sandy Cloak),Bug Bite,Struggle
3828,Burmy,Burmy (Sandy Cloak),Tackle,Struggle
3829,Burmy,Burmy (Trash Cloak),Bug Bite,Struggle
3830,Burmy,Burmy (Trash Cloak),Tackle,Struggle
3831,Wormadam,Wormadam (Plant Cloak),Bug Bite,Psybeam
3832,Wormadam,Wormadam (Plant Cloak),Bug Bite,Bug Buzz
3833,Wormadam,Wormadam (Plant Cloak),Bug Bite,Energy Ball
3834,Wormadam,Wormadam (Plant Cloak),Confusion,Psybeam
3835,Wormadam,Wormadam (Plant Cloak),Confusion,Bug Buzz
3836,Wormadam,Wormadam (Plant Cloak),Confusion,Energy Ball
3837,Wormadam,Wormadam (Sandy Cloak),Bug Bite,Psybeam
3838,Wormadam,Wormadam (Sandy Cloak),Bug Bite,Bug Buzz
3839,Wormadam,Wormadam (Sandy Cloak),Bug Bite,Bulldoze
3840,Wormadam,Wormadam (Sandy Cloak),Confusion,Psybeam
3841,Wormadam,Wormadam (Sandy Cloak),Confusion,Bug Buzz
3842,Wormadam,Wormadam (Sandy Cloak),Confusion,Bulldoze
3843,Wormadam,Wormadam (Trash Cloak),Bug Bite,Psybeam
3844,Wormadam,Wormadam (Trash Cloak),Bug Bite,Bug Buzz
3845,Wormadam,Wormadam (Trash Cloak),Bug Bite,Iron Head
3846,Wormadam,Wormadam (Trash Cloak),Confusion,Psybeam
3847,Wormadam,Wormadam (Trash Cloak),Confusion,Bug Buzz
3848,Wormadam,Wormadam (Trash Cloak),Confusion,Iron Head
3849,Mothim,Mothim,Bug Bite,Psybeam
3850,Mothim,Mothim,Bug Bite,Aerial Ace
3851,Mothim,Mothim,Bug Bite,Bug Buzz
3852,Mothim,Mothim,Air Slash,Psybeam
3853,Mothim,Mothim,Air Slash,Aerial Ace
3854,Mothim,Mothim,Air Slash,Bug Buzz
3855,Combee,Combee,Bug Bite,Bug Buzz
3856,Vespiquen,Vespiquen,Fury Cutter,Bug Buzz
3857,Vespiquen,Vespiquen,Fury Cutter,Power Gem
3858,Vespiquen,Vespiquen,Fury Cutter,Signal Beam
3859,Vespiquen,Vespiquen,Fury Cutter,X-Scissor
3860,Vespiquen,Vespiquen,Fury Cutter,Fell Stinger
3861,Vespiquen,Vespiquen,Bug Bite,Bug Buzz
3862,Vespiquen,Vespiquen,Bug Bite,Power Gem
3863,Vespiquen,Vespiquen,Bug Bite,Signal Beam
3864,Vespiquen,Vespiquen,Bug Bite,X-Scissor
3865,Vespiquen,Vespiquen,Bug Bite,Fell Stinger
3866,Vespiquen,Vespiquen,Poison Sting,Bug Buzz
3867,Vespiquen,Vespiquen,Poison Sting,Power Gem
3868,Vespiquen,Vespiquen,Poison Sting,Signal Beam
3869,Vespiquen,Vespiquen,Poison Sting,X-Scissor
3870,Vespiquen,Vespiquen,Poison Sting,Fell Stinger
3871,Vespiquen,Vespiquen,Air Slash,Bug Buzz
3872,Vespiquen,Vespiquen,Air Slash,Power Gem
3873,Vespiquen,Vespiquen,Air Slash,Signal Beam
3874,Vespiquen,Vespiquen,Air Slash,X-Scissor
3875,Vespiquen,Vespiquen,Air Slash,Fell Stinger
3876,Pachirisu,Pachirisu,Spark,Thunder Punch
3877,Pachirisu,Pachirisu,Spark,Thunder
3878,Pachirisu,Pachirisu,Spark,Thunderbolt
3879,Pachirisu,Pachirisu,Volt Switch,Thunder Punch
3880,Pachirisu,Pachirisu,Volt Switch,Thunder
3881,Pachirisu,Pachirisu,Volt Switch,Thunderbolt
3882,Buizel,Buizel,Quick Attack,Aqua Jet
3883,Buizel,Buizel,Quick Attack,Water Pulse
3884,Buizel,Buizel,Quick Attack,Swift
3885,Buizel,Buizel,Water Gun,Aqua Jet
3886,Buizel,Buizel,Water Gun,Water Pulse
3887,Buizel,Buizel,Water Gun,Swift
3888,Floatzel,Floatzel,Water Gun,Aqua Jet
3889,Floatzel,Floatzel,Water Gun,Hydro Pump
3890,Floatzel,Floatzel,Water Gun,Swift
3891,Floatzel,Floatzel,Waterfall,Aqua Jet
3892,Floatzel,Floatzel,Waterfall,Hydro Pump
3893,Floatzel,Floatzel,Waterfall,Swift
3894,Cherubi,Cherubi,Tackle,Petal Blizzard
3895,Cherubi,Cherubi,Tackle,Seed Bomb
3896,Cherubi,Cherubi,Tackle,Dazzling Gleam
3897,Cherubi,Cherubi,Bullet Seed,Petal Blizzard
3898,Cherubi,Cherubi,Bullet Seed,Seed Bomb
3899,Cherubi,Cherubi,Bullet Seed,Dazzling Gleam
3900,Cherrim,Cherrim (Overcast Form),Razor Leaf,Hyper Beam
3901,Cherrim,Cherrim (Overcast Form),Razor Leaf,Dazzling Gleam
